LOCATION,PRICE,LAND AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,PROPERTY AGE
"Bhaisepati, Lalitpur",62500000,2121.9500000000003,13,south-west,2.5,5.0,6.0,11.0
"Bharatpur, Chitwan",,18225.065,20,east-south,2.5,,,
"Shantinagar, Kathmandu",52500000,2121.9500000000003,13,north,4.0,36.0,17.0,31.0
"Sipadol, Bhaktapur",15000000,752.95,13,south,2.5,,,2.0
"Machhapokhari, Kathmandu",60000000,2087.725,13,,5.5,,,3.0
"Budhanilkantha, Kathmandu",82000000,3422.5,15,south,2.5,4.0,5.0,31.0
"Dhapasi, Kathmandu",,1369.0,13,south,2.5,6.0,4.0,7.0
"Kapan, Kathmandu",24000000,1060.9750000000001,13,north,2.5,5.0,5.0,5.0
"Sukedhara, Kathmandu",,1369.0,13,north,2.5,,,5.0
"Deuwa chowk, Kathmandu",49500000,2738.0,13,east,2.5,8.0,5.0,4.0
"Taudaha, Kathmandu",18000000,1026.75,10,east,2.5,5.0,4.0,11.0
"Chapali, Kathmandu",33500000,1403.225,15,south-west,2.5,5.0,5.0,2.0
"Budhanilkantha, Kathmandu",45000000,2806.45,12,east-south,2.5,6.0,3.0,6.0
"Mandikhatar, Kathmandu",87500000,3764.75,12,east,2.5,5.0,7.0,13.0
"Dholahiti, Lalitpur",41000000,1711.25,13,north,2.0,,,5.0
"Mulpani, Kathmandu",19500000,1026.75,10,south,2.5,6.0,3.0,3.0
"Pasikot, Kathmandu",34000000,1711.25,13,east-north,2.5,6.0,5.0,7.0
 undefined,34000000,1711.25,15,east,2.5,4.0,5.0,14.0
"Dhapasi, Kathmandu",,2429.975,16,east-south,2.5,5.0,7.0,14.0
"Golfutar, Kathmandu",44500000,1711.25,15,west,2.5,5.0,5.0,31.0
"Gurjudhara, Kathmandu",22000000,1095.2,13,east,2.5,6.0,6.0,3.0
"Dhapasi, Kathmandu",,1711.25,12,,,,,4.0
"Chunikhel, Kathmandu",28500000,1403.225,13,south,2.5,6.0,5.0,16.0
"Bhaisepati, Lalitpur",27500000,1369.0,13,south,2.5,5.0,4.0,13.0
"Baluwakhani, Kathmandu",17000000,1095.2,13,east,1.0,2.0,1.0,4.0
"Hasantar, Kathmandu",48500000,2738.0,20,east-south,2.5,4.0,4.0,3.0
"Golfutar, Kathmandu",65000000,2087.725,14,west,2.5,5.0,4.0,3.0
"Nakkhu, Lalitpur",,1745.475,15,east-north,,,,
"Bhaisepati, Lalitpur",49500000,1369.0,13,east-south,2.5,4.0,4.0,14.0
"Jyotinagar, Kathmandu",35000000,1711.25,18,east,2.5,5.0,4.0,3.0
"Balkumari, Lalitpur",55000000,1779.7,12,north,4.0,8.0,5.0,11.0
"Rudreshwor, Kathmandu",,2464.2000000000003,14,south,2.5,4.0,4.0,
"Baluwakhani, Kathmandu",24500000,1026.75,20,west,2.5,5.0,3.0,16.0
"Goldhunga, Kathmandu",17000000,1129.425,10,south,2.5,5.0,3.0,31.0
"Changathali, Lalitpur",18500000,1026.75,12,east,2.5,4.0,3.0,7.0
"Bhaisepati, Lalitpur",,1369.0,13,east-south,2.5,4.0,4.0,12.0
"Bhaisepati, Lalitpur",25000000,1026.75,16,east-south,3.5,4.0,5.0,11.0
"Baluwatar, Kathmandu",80000000,3422.5,10,east-south,2.5,,5.0,9.0
"Bhaisepati, Lalitpur",,1095.2,20,east-south,2.5,4.0,5.0,9.0
"Nayabasti, Kavrepalanchok",18900000,1095.2,12,,2.5,,,12.0
"Panauti, Kavrepalanchok",10000000,1026.75,24,east,2.5,7.0,3.0,2.0
"Bhangal , Kathmandu",35000000,2053.5,16,south,2.5,,,11.0
"Sitapaila, Kathmandu",30000000,1369.0,12,south,2.5,7.0,5.0,9.0
"Pingalasthan, Kathmandu",45000000,1711.25,20,east-south,3.5,7.0,7.0,9.0
"Mandikhatar, Kathmandu",,5476.0,16,south,2.5,4.0,4.0,2.0
"Budhanilkantha, Kathmandu",,1745.475,12,,2.5,,,9.0
"Budhanilkantha, Kathmandu",44800000,1711.25,13,east-north,2.5,7.0,5.0,12.0
"Rudreshwor, Kathmandu",35000000,1711.25,13,west,2.5,5.0,5.0,12.0
"Budhanilkantha, Kathmandu",60000000,3114.475,13,south-west,2.5,4.0,5.0,2.0
"Sitapaila, Kathmandu",22000000,787.175,10,north-west,3.5,7.0,3.0,2.0
"Syuchatar, Kathmandu",85000000,1403.225,20,south,3.5,7.0,4.0,5.0
"Koteshwor, Kathmandu",,,30,,2.5,5.0,4.0,8.0
"Bhaisepati, Lalitpur",,1779.7,13,south-west,2.5,7.0,5.0,12.0
"Baluwatar, Kathmandu",,3422.5,13,south,2.5,3.0,4.0,11.0
"Sundarbasti, Kathmandu",24900000,1095.2,13,east,2.5,7.0,4.0,9.0
"Nikhileshwor, Kathmandu",27500000,1060.9750000000001,16,west,2.5,5.0,4.0,9.0
"Chunikhel, Kathmandu",31500000,1403.225,13,east,3.5,5.0,6.0,12.0
"Tokha, Kathmandu",19000000,1369.0,20,north,2.5,7.0,5.0,2.0
"Grande Hospital, Kathmandu",26000000,1026.75,12,south-west,2.5,3.0,4.0,11.0
"Budhanilkantha, Kathmandu",,2738.0,15,west,2.5,3.0,5.0,9.0
"Imadol, Lalitpur",,1369.0,16,north,2.5,4.0,4.0,9.0
"Jyotinagar, Kathmandu",22500000,1197.875,13,south,2.5,6.0,,2.0
"Bhaisepati, Lalitpur",,2156.1749999999997,20,south,2.5,4.0,5.0,23.0
"Hepali Height, Kathmandu",,1711.25,15,east-south,2.5,5.0,5.0,9.0
"Mandikhatar, Kathmandu",145000000,5133.75,20,east-north,2.5,4.0,5.0,12.0
"Chappal karkhana, Kathmandu",,33534.1196,10,east,2.5,4.0,4.0,2.0
"Yetkha, Kathmandu",25000000,1197.875,8,east,6.5,8.0,5.0,2.0
"Bafal, Kathmandu",27500000,1437.45,13,south,2.5,4.0,4.0,5.0
"New Buspark, Kathmandu",110000000,2053.5,14,east,8.0,17.0,10.0,8.0
"Suryabinayak, Bhaktapur",32200000,1779.7,12,south,2.5,5.0,4.0,5.0
"Mhaipi, Kathmandu",35000000,1437.45,20,north,3.5,5.0,6.0,23.0
"Ason, Kathmandu",170000000,1403.225,12,north,6.0,7.0,5.0,9.0
"Vinayak Colony, Lalitpur",51000000,1471.675,20,west,2.5,4.0,3.0,12.0
"Bhaisepati, Lalitpur",27500000,1095.2,20,south,2.5,4.0,5.0,2.0
"Dhapakhel, Lalitpur",40000000,1369.0,27,south-west,2.5,4.0,5.0,2.0
"Baluwatar, Kathmandu",170000000,2738.0,20,south-west,5.5,12.0,8.0,5.0
"Budhanilkantha, Kathmandu",61000000,2053.5,15,east-north,2.5,6.0,5.0,8.0
"Jalpa Chowk, Kathmandu",165000000,3080.25,32,west,6.5,4.0,9.0,5.0
"Kadaghari, Kathmandu",26000000,1026.75,13,south-west,2.5,5.0,3.0,12.0
"Syuchatar, Kathmandu",39000000,1369.0,20,south,2.5,4.0,4.0,11.0
"Bafal, Kathmandu",28500000,1369.0,12,east,2.5,3.0,6.0,9.0
"Makalbari, Kathmandu",19500000,1026.75,13,west,2.5,5.0,3.0,9.0
"Imadol, Lalitpur",32500000,1711.25,10,west,3.0,12.0,,23.0
"Dhapakhel, Lalitpur",40000000,18954.0676,12,east,3.5,7.0,5.0,9.0
"Budhanilkantha, Kathmandu",15500000,1060.9750000000001,12,south,1.0,,,12.0
"Kapan, Kathmandu",28500000,1437.45,13,east,2.5,6.0,5.0,12.0
"Tenzing Chowk, Kathmandu",65500000,2806.45,12,east-south,2.5,6.0,4.0,2.0
"Budhanilkantha, Kathmandu",,2053.5,15,,2.5,6.0,5.0,2.0
"Bhaisepati, Lalitpur",32000000,1129.425,13,east-north,2.5,4.0,4.0,5.0
"Chappal karkhana, Kathmandu",,2840.675,12,south,2.5,5.0,6.0,8.0
"Siddhartha Colony, Kathmandu",125000000,2840.675,14,south,3.0,5.0,5.0,5.0
"Bhaisepati, Lalitpur",,9240.75,15,east-south,2.5,4.0,4.0,12.0
"Dhapasi, Kathmandu",36000000,1403.225,16,east-south,3.5,7.0,7.0,9.0
"Nardevi, Kathmandu",18000000,376.475,5,east,4.5,7.0,,12.0
"Budhanilkantha, Kathmandu",18000000,1026.75,16,west,2.0,,,2.0
"Paiyuntar, Kathmandu",18500000,1060.9750000000001,10,west,4.0,7.0,5.0,11.0
"Baluwatar, Kathmandu",,2224.625,13,south-west,2.5,8.0,5.0,9.0
"Maitidevi, Kathmandu",100000000,4791.5,13,south,3.5,8.0,6.0,23.0
"Dhapakhel, Lalitpur",27000000,1026.75,20,east-north,2.5,5.0,4.0,9.0
"Changathali, Lalitpur",28500000,1471.675,13,south,2.0,4.0,2.0,12.0
"Imadol, Lalitpur",33000000,1369.0,13,east-south,2.5,5.0,4.0,2.0
"Imadol, Lalitpur",36500000,1129.425,20,west,3.5,6.0,4.0,2.0
"Imadol, Lalitpur",36500000,1437.45,13,east,2.5,5.0,5.0,5.0
"Vinayak Colony, Lalitpur",51000000,1471.675,20,west,2.5,4.0,2.0,8.0
"Balkot, Bhaktapur",25000000,1095.2,13,south,2.5,4.0,5.0,5.0
"Budhanilkantha, Kathmandu",,2738.0,12,south,2.5,4.0,4.0,12.0
"Mandikatar, Kathmandu",,3764.75,13,east,2.5,5.0,3.0,11.0
"Tikathali, Lalitpur",22000000,1369.0,13,east,2.0,4.0,2.0,9.0
"Mandikhatar, Kathmandu",120000000,5476.0,16,south,2.5,4.0,4.0,9.0
"Swoyambhu, Kathmandu",,7187.25,18,east,,5.0,5.0,12.0
"Imadol, Lalitpur",23000000,1026.75,12,east,2.5,4.0,2.0,2.0
"Sanagaun, Lalitpur",22000000,1060.9750000000001,16,south,2.5,4.0,5.0,11.0
"Imadol, Lalitpur",25000000,1129.425,13,south-west,2.5,4.0,4.0,9.0
"Imadol, Lalitpur",35000000,1369.0,13,north,3.5,6.0,3.0,7.0
"Imadol, Lalitpur",35000000,1369.0,13,north,3.5,7.0,4.0,1.0
"Imadol, Lalitpur",22000000,1026.75,20,west,2.5,4.0,4.0,3.0
"Imadol, Lalitpur",23000000,1060.9750000000001,10,east-south,2.5,5.0,5.0,3.0
"Imadol, Lalitpur",28500000,1129.425,13,east,2.5,4.0,2.0,3.0
"Imadol, Lalitpur",26000000,1026.75,13,west,2.5,4.0,4.0,3.0
"Balkhu, Kathmandu",42500000,2053.5,15,south-west,3.0,8.0,3.0,3.0
"Khumaltar, Lalitpur",24000000,1745.475,12,east,2.5,5.0,5.0,5.0
"Balkhu, Kathmandu",22300000,1026.75,16,north,2.5,3.0,3.0,5.0
"Thulobharyang, Kathmandu",100000000,2635.3250000000003,13,north,2.5,5.0,3.0,5.0
"Mandikhatar, Kathmandu",27500000,1369.0,13,east,2.5,6.0,6.0,10.0
"Imadol, Lalitpur",125000000,4791.5,40,south,3.0,,,3.0
"Kharibot, Kathmandu",28800000,1403.225,12,south,2.5,,,7.0
"Ghattekulo, Kathmandu",25500000,1403.225,5,north,2.0,7.0,4.0,4.0
"Pepsicola, Kathmandu",50000000,1437.45,36,east,3.5,7.0,4.0,7.0
"Pasikot, Kathmandu",30000000,1471.675,20,south,2.5,5.0,4.0,3.0
"Goldhunga, Kathmandu",29900000,1540.125,10,west,3.5,8.0,4.0,7.0
"Samakhushi chowk, Kathmandu",45000000,1711.25,22,east-south,3.5,21.0,5.0,3.0
"Kaushaltar, Bhaktapur",10000000,6160.5,13,south,2.5,5.0,7.0,3.0
"Goldhunga, Kathmandu",29900000,1026.75,10,west,3.5,8.0,4.0,3.0
"Guheshwori, Kathmandu",35000000,1369.0,26,east,4.5,18.0,4.0,3.0
"Hattigaunda, Kathmandu",,,13,east,2.5,5.0,4.0,5.0
"Nakhudole, Lalitpur",40000000,1369.0,14,east,2.5,5.0,5.0,5.0
"Chunikhel, Kathmandu",13300000,1026.75,12,south,1.0,2.0,1.0,10.0
"Imadol, Lalitpur",19000000,752.95,10,south,2.5,4.0,2.0,3.0
"Budhanilkantha, Kathmandu",,1437.45,20,west,2.5,3.0,4.0,7.0
"Matatirtha, Kathmandu",40000000,4551.925,16,east-north,3.0,6.0,4.0,4.0
"Dhunchepakha, Bhaktapur",70000000,5133.75,36,south,2.5,7.0,2.0,3.0
"Kapan, Kathmandu",33000000,1129.425,22,south,2.5,6.0,32.0,6.0
"Patan, Lalitpur",18000000,684.5,12,south,4.0,3.0,4.0,17.0
"Dhapasi, Kathmandu",32500000,2053.5,10,east,2.5,5.0,1.0,3.0
"Budhanilkantha, Kathmandu",45000000,1779.7,15,east,2.5,6.0,5.0,26.0
"Hattigaunda, Kathmandu",37500000,2053.5,14,east-north,2.5,7.0,5.0,6.0
"Imadol, Lalitpur",125000000,5236.425,22,north,4.0,6.0,4.0,20.0
"Baluwakhani, Kathmandu",34500000,1745.475,13,east,2.5,7.0,5.0,3.0
"Kapan, Kathmandu",,1711.25,13,south,2.5,7.0,4.0,3.0
"Dhapasi, Kathmandu",,1711.25,13,east-south,2.5,7.0,4.0,7.0
"Jorpati, Kathmandu",14300000,752.95,12,south,2.5,3.0,3.0,19.0
"Uttardhoka, Kathmandu",65000000,2053.5,12,south-west,5.0,9.0,9.0,3.0
"New Buspark, Kathmandu",85000000,3080.25,13,east,3.5,6.0,5.0,3.0
"Mitrapark, Kathmandu",95000000,3422.5,13,east,3.5,7.0,4.0,3.0
"Boharatar, Kathmandu",23000000,1060.9750000000001,13,east,2.5,4.0,4.0,3.0
"Chappal karkhana, Kathmandu",75000000,2840.675,13,south,2.5,5.0,6.0,3.0
"Sitapaila, Kathmandu",27500000,1369.0,13,east,2.5,3.0,3.0,7.0
"Bhaisepati, Lalitpur",50000000,2053.5,13,south,2.5,4.0,5.0,7.0
"Maharajgunj, Kathmandu",120000000,4107.0,10,east-south,3.5,5.0,4.0,1.0
"Imadol, Lalitpur",26000000,1095.2,13,east,2.5,4.0,4.0,3.0
"Imadol, Lalitpur",17500000,752.95,13,north,2.5,6.0,4.0,3.0
"Imadol, Lalitpur",23500000,1026.75,13,east,2.5,5.0,5.0,3.0
"Dhapasi, Kathmandu",29500000,1369.0,13,south,2.5,3.0,3.0,3.0
"Bhaisepati, Lalitpur",32000000,1129.425,13,east-north,2.5,4.0,4.0,3.0
"Narayanthan , Kathmandu",92500000,5818.25,17,south,3.5,7.0,5.0,5.0
"Dholahiti, Lalitpur",40000000,1369.0,27,south-west,2.5,4.0,5.0,5.0
"Jyotinagar, Kathmandu",35000000,1369.0,14,east-south,2.5,7.0,4.0,6.0
"Imadol, Lalitpur",22500000,1060.9750000000001,13,north,2.5,6.0,4.0,5.0
"Imadol, Lalitpur",21000000,787.175,13,north,2.5,4.0,4.0,5.0
"Ochu Height, Lalitpur",22500000,1026.75,13,west,2.5,4.0,5.0,10.0
"Imadol, Lalitpur",25500000,1129.425,20,west,2.5,6.0,4.0,3.0
"Bhangal , Kathmandu",27000000,1369.0,18,east-south,2.5,6.0,3.0,7.0
"Sitapaila, Kathmandu",29500000,1711.25,13,north,2.5,4.0,5.0,4.0
"Dhapakhel, Lalitpur",,1711.25,12,west,2.5,6.0,4.0,3.0
"Sitapaila, Kathmandu",37500000,2395.75,13,south,2.5,4.0,,3.0
"Goldhunga, Kathmandu",20500000,1026.75,16,east,2.5,4.0,3.0,5.0
"Mandikhatar, Kathmandu",25000000,1026.75,13,east-south,2.5,10.0,5.0,5.0
"Bhaisepati, Lalitpur",38000000,1403.225,12,east-north,2.5,4.0,1.0,3.0
"Sitapaila, Kathmandu",47000000,2121.9500000000003,20,west,2.5,5.0,3.0,7.0
"Imadol, Lalitpur",34000000,1369.0,13,south,2.5,4.0,2.0,3.0
"Attarkhel, Kathmandu",30000000,1095.2,13,east,3.0,8.0,3.0,19.0
"Bhaisepati, Lalitpur",,1437.45,20,east-south,2.5,6.0,4.0,3.0
"Syuchatar, Kathmandu",22000000,1095.2,14,north,2.0,4.0,2.0,3.0
"Kapan, Kathmandu",22500000,1095.2,13,east,2.5,,,5.0
"Grande Villa, Kathmandu",60000000,3764.75,14,north,2.5,3.0,3.0,15.0
"Baneshwor, Kathmandu",49900000,1369.0,12,east-south,3.5,,,10.0
 undefined,,1437.45,20,west,2.5,3.0,4.0,19.0
"Bhaisepati, Lalitpur",50000000,2053.5,13,south,2.5,4.0,5.0,7.0
"Budhanilkantha, Kathmandu",,2395.75,12,east-south,2.5,,,
"Lazimpat, Kathmandu",60000000,1779.7,15,west,2.5,6.0,4.0,9.0
"Bhaktapur, Bhaktapur",,1369.0,20,west,2.5,4.0,4.0,9.0
"Budhanilkantha, Kathmandu",62000000,3148.7,20,west,2.5,4.0,6.0,15.0
"Lambagar, Kathmandu",26000000,1369.0,11,south,2.5,6.0,3.0,11.0
"Sukedhara, Kathmandu",,1711.25,14,east-south,2.5,4.0,5.0,26.0
 Kathmandu,27000000,1026.75,32,south,2.5,4.0,6.0,3.0
"Baluwakhani, Kathmandu",27500000,1060.9750000000001,16,west,3.0,6.0,3.0,17.0
"Mandikhatar, Kathmandu",42500000,1369.0,20,south,2.5,4.0,5.0,13.0
"Pepsicola, Kathmandu",32500000,1711.25,10,east-south,3.0,5.0,4.0,7.0
"Kapan, Kathmandu",18500000,787.175,13,,2.5,,,19.0
"Nikhileshwor, Kathmandu",27500000,1060.9750000000001,16,west,2.5,,,15.0
"Danchhi, Kathmandu",12000000,1060.9750000000001,20,east-north,1.0,2.0,1.0,3.0
"Koteshwor, Kathmandu",39500000,,10,north,3.5,9.0,4.0,25.0
"Kapan, Kathmandu",45500000,2053.5,12,north,2.5,5.0,3.0,5.0
"Dhapasi, Kathmandu",47000000,3080.25,12,east,2.5,6.0,2.0,6.0
"Jagdol, Kathmandu",90000000,1095.2,13,east,2.0,5.0,1.0,16.0
"Bhaisepati, Lalitpur",90000000,2053.5,12,east-south,2.5,5.0,5.0,10.0
"Bhaisepati, Lalitpur",45000000,1437.45,13,east-south,2.5,5.0,4.0,3.0
"Mandikhatar, Kathmandu",26500000,1060.9750000000001,13,west,2.5,6.0,4.0,7.0
"Aakasedhara, Kathmandu",18500000,,13,,2.5,10.0,,4.0
"Bhaisepati, Lalitpur",,1745.475,15,south,2.5,4.0,4.0,4.0
"Mandikhatar, Kathmandu",38500000,1711.25,13,east,2.5,6.0,4.0,3.0
"Budhanilkantha, Kathmandu",,7529.5,13,north,2.5,7.0,5.0,3.0
"Maharajgunj, Kathmandu",190000000,,16,south-west,6.0,,,17.0
"Imadol, Lalitpur",24500000,1060.9750000000001,12,north,2.5,,,13.0
"Hepali Height, Kathmandu",33500000,1369.0,13,east-north,2.5,4.0,5.0,3.0
"Siran Bazar, Dhading",12000000,,12,,2.5,,3.0,13.0
"Pepsicola, Kathmandu",67500000,2395.75,20,south,2.5,5.0,4.0,7.0
"Bhaisepati, Lalitpur",40000000,1437.45,20,east-south,2.5,6.0,4.0,1.0
"Khumaltar, Lalitpur",39000000,1437.45,14,south,2.5,4.0,4.0,19.0
"Raniban, Kathmandu",31000000,1437.45,14,south-west,3.5,6.0,5.0,15.0
"Kusunti, Lalitpur",40000000,1437.45,11,west,2.5,4.0,4.0,23.0
"Budhanilkantha, Kathmandu",,2464.2000000000003,14,,2.5,5.0,5.0,23.0
"Golfutar, Kathmandu",125000000,3080.25,12,south,2.5,6.0,4.0,3.0
"Sanobharyang, Kathmandu",36000000,1129.425,13,north-west,2.5,7.0,4.0,11.0
"Aakasedhara, Kathmandu",31500000,1711.25,12,south-west,2.5,6.0,5.0,9.0
"Hattiban, Lalitpur",40000000,1403.225,13,east-north,3.0,7.0,5.0,19.0
"Budhanilkantha, Kathmandu",,,14,south,2.5,5.0,5.0,15.0
"Bhangal , Kathmandu",32000000,1403.225,13,east-north,2.5,,,11.0
"Nakhipot, Lalitpur",32500000,12028.542899999999,13,west,2.5,5.0,4.0,26.0
"Tokha, Kathmandu",10000000,752.95,13,north-west,1.0,3.0,1.0,3.0
"Dharmasthali, Kathmandu",26500000,1711.25,36,east-north,2.5,8.0,4.0,17.0
"Bhaisepati, Lalitpur",45000000,1197.875,15,south,2.5,4.0,4.0,13.0
"Golfutar, Kathmandu",32500000,1369.0,13,east,2.5,4.0,2.0,7.0
"Sitapaila, Kathmandu",14000000,1026.75,13,west,1.0,2.0,1.0,1.0
"Manbhawan, Lalitpur",62000000,2464.2000000000003,13,west,5.0,17.0,10.0,19.0
"Kapan, Kathmandu",13500000,1026.75,13,south,1.0,2.0,1.0,15.0
"Hepali Height, Kathmandu",33500000,1369.0,13,east-north,2.5,4.0,5.0,3.0
"Budhanilkantha, Kathmandu",36000000,1711.25,14,south-west,2.5,6.0,5.0,25.0
"Kapan, Kathmandu",,1403.225,13,east,2.5,6.0,5.0,6.0
"Kusunti, Lalitpur",,1437.45,12,west,2.5,4.0,4.0,13.0
"Machhapokhari, Kathmandu",33500000,1026.75,20,west,5.0,16.0,7.0,13.0
"Yetkha, Kathmandu",32000000,787.175,16,south,4.0,8.0,4.0,10.0
"Sitapaila, Kathmandu",65000000,1711.25,13,east,2.5,5.0,7.0,3.0
"Pasikot, Kathmandu",45000000,1505.9,15,east-north,2.5,4.0,3.0,7.0
"Dhapasi, Kathmandu",58000000,3114.475,15,south,3.5,5.0,5.0,4.0
"Baluwatar, Kathmandu",65000000,22599.0806,12,east,2.5,5.0,5.0,3.0
"Gothatar, Kathmandu",24000000,1129.425,28,north-west,2.5,5.0,3.0,3.0
"Gaurighat, Kathmandu",50000000,2053.5,9,north,3.0,5.0,5.0,17.0
"Bhangal , Kathmandu",65000000,5202.2,24,west,3.0,6.0,6.0,13.0
"Nakhipot, Lalitpur",36000000,1369.0,12,east-south,2.5,7.0,5.0,26.0
"Baluwakhani, Kathmandu",22500000,1026.75,14,,3.0,,,3.0
"Galkopakha, Kathmandu",11000000,342.25,12,east,3.5,,2.0,17.0
"Imadol, Lalitpur",21000000,1026.75,13,south,2.5,3.0,3.0,13.0
"Budhanilkantha, Kathmandu",105000000,4449.25,13,east,2.5,4.0,4.0,7.0
"Budhanilkantha, Kathmandu",46000000,2053.5,13,west,2.5,4.0,4.0,1.0
"Ekatabasti, Kathmandu",36000000,1403.225,16,west,2.5,4.0,4.0,19.0
"Mandikhatar, Kathmandu",34500000,1471.675,13,east,2.5,5.0,5.0,15.0
"Dhapasi, Kathmandu",44000000,2395.75,13,east-north,2.5,5.0,4.0,3.0
"Lolang, Kathmandu",13799999,1026.75,13,east,1.0,2.0,1.0,4.0
"Ekatabasti, Kathmandu",18500000,1026.75,13,south,2.5,5.0,3.0,3.0
"Baluwatar, Kathmandu",80000000,2738.0,10,south,2.5,3.0,4.0,17.0
"Radhe Radhe, Bhaktapur",24000000,752.95,24,north,4.0,4.0,4.0,3.0
"Deuwa chowk, Kathmandu",24000000,1026.75,13,east,2.5,,,
"Bhangal , Kathmandu",37500000,1711.25,13,west,2.5,,,
"Bhangal , Kathmandu",29500000,1369.0,13,east,3.0,,,
"Mandikhatar, Kathmandu",37800000,1711.25,13,east,2.5,6.0,4.0,3.0
"Pepsicola, Kathmandu",24000000,1095.2,20,east,2.5,6.0,3.0,4.0
"Kapan, Kathmandu",26500000,1369.0,13,north-west,2.5,,4.0,5.0
"Kapan, Kathmandu",16800000,1060.9750000000001,13,east-south,1.0,2.0,1.0,18.0
"Sitapaila, Kathmandu",15000000,752.95,13,south,3.0,,3.0,16.0
"Mandikhatar, Kathmandu",27500000,1060.9750000000001,16,west,3.0,,,4.0
"Tandi, Chitwan",69000000,473.85169,82,north,4.0,3.0,3.0,22.0
"Balkot, Bhaktapur",28000000,2233.81,20,south,3.0,4.0,4.0,4.0
"Gothatar, Kathmandu",22500000,1060.9750000000001,20,east,2.5,,,
"Narephat, Kathmandu",31500000,1369.0,14,west,3.0,,,
"Putalisadak, Kathmandu",77500000,1026.75,13,east,6.0,12.0,6.0,6.0
"Thamel, Kathmandu",55000000,1026.75,13,east-south,2.5,5.0,3.0,31.0
"Kusunti, Lalitpur",110000000,3080.25,16,east,2.5,4.0,4.0,5.0
"Bafal, Kathmandu",36500000,1369.0,12,south-west,2.5,7.0,3.0,18.0
"Sipadol, Bhaktapur",15000000,1369.0,13,east-south,1.0,2.0,1.0,3.0
"Aaptari, Chitwan",22000000,364.5013,20,east,3.0,12.0,4.0,21.0
"Budhanilkantha, Kathmandu",50000000,1540.125,13,north,2.5,7.0,7.0,22.0
"Ganesh Chowk, Kathmandu",35000000,1369.0,13,east,2.5,5.0,4.0,4.0
"Chunikhel, Kathmandu",28000000,1369.0,13,south-west,2.5,5.0,4.0,4.0
"Baluwatar, Kathmandu",35000000,2053.5,25,west,2.5,5.0,3.0,11.0
"Mhaipi, Kathmandu",33000000,1369.0,20,north,3.0,4.0,4.0,9.0
"Tikathali, Lalitpur",22000000,889.85,12,east-south,2.5,6.0,4.0,5.0
"Imadol, Lalitpur",28500000,1095.2,20,east-north,2.5,7.0,4.0,4.0
"Ekatabasti, Kathmandu",17000000,1403.225,16,east,1.0,2.0,1.0,4.0
"Budhanilkantha, Kathmandu",36000000,1711.25,13,west,2.5,5.0,4.0,4.0
"Dhapasi, Kathmandu",21000000,1060.9750000000001,12,east,2.5,5.0,3.0,10.0
"Harisiddhi, Lalitpur",23500000,1095.2,20,south,2.5,5.0,3.0,3.0
"Rudreshwor, Kathmandu",68000000,2156.1749999999997,14,east,2.5,5.0,4.0,3.0
"Baluwa, Kathmandu",68000000,1129.425,10,east-south,1.0,2.0,1.0,7.0
"Nakkhu, Lalitpur",64000000,2738.0,12,east,3.0,8.0,6.0,16.0
"Thapathali, Kathmandu",60000000,2395.75,14,east,2.0,5.0,4.0,25.0
"Maijubahal, Kathmandu",35000000,2121.9500000000003,8,north,3.5,5.0,3.0,5.0
"Samakhusi, Kathmandu",32500000,1026.75,12,west,2.5,3.0,4.0,6.0
"Budhanilkantha, Kathmandu",40000000,1026.75,15,north,2.5,6.0,7.0,16.0
"Budhanilkantha, Kathmandu",105000000,3422.5,13,south,4.5,9.0,4.0,13.0
"Kusunti, Lalitpur",24000000,1095.2,13,south,2.5,5.0,4.0,10.0
"Dhapakhel, Lalitpur",19000000,752.95,13,south,3.0,6.0,4.0,3.0
"Sundarbasti, Kathmandu",25500000,1095.2,12,east,3.0,6.0,5.0,7.0
"Chandragiri, Kathmandu",40000000,5202.2,14,south,2.5,5.0,4.0,14.0
"Baluwakhani, Kathmandu",19500000,1095.2,13,east,2.5,5.0,3.0,4.0
"Basundhara, Kathmandu",35000000,1779.7,16,north,2.5,4.0,4.0,3.0
"Thankot, Kathmandu",16000000,787.175,13,south-west,2.5,5.0,3.0,3.0
"Imadol, Lalitpur",27500000,1095.2,13,south,2.5,5.0,4.0,13.0
"Wasik, Kathmandu",37500000,1779.7,14,south,3.0,5.0,4.0,26.0
"Khumaltar, Lalitpur",31000000,1403.225,13,east-south,3.5,5.0,4.0,3.0
"Koteshwor, Kathmandu",45000000,1369.0,26,east,3.5,5.0,6.0,17.0
"Bharatpur, Chitwan",17000000,1275.0,20,north,2.0,4.0,2.0,3.0
"Gongabu, Kathmandu",51500000,2738.0,10,south-west,2.5,5.0,3.0,7.0
"Budhanilkantha, Kathmandu",35000000,1437.45,13,south-west,2.5,4.0,4.0,14.0
"Budhanilkantha, Kathmandu",35000000,1437.45,13,south-west,2.5,4.0,4.0,4.0
"Budhanilkantha, Kathmandu",37500000,1026.75,8,south,2.5,5.0,3.0,3.0
"Ochu Height, Lalitpur",23000000,1026.75,13,west,2.5,4.0,4.0,3.0
"Mandikhatar, Kathmandu",39500000,1711.25,16,east,2.5,5.0,5.0,17.0
"Thankot, Kathmandu",21000000,1026.75,13,north,2.5,4.0,4.0,13.0
"Imadol, Lalitpur",70000000,2395.75,18,south-west,4.5,14.0,6.0,4.0
